root_hair	non-hair_epidermis	QC	Stele	xylem_pole_pericycle	lateral_root_cap	Lateral_root	phloem_pole_pericycle	protophloem	developing_xylem	endodermis	companion_cells	Stele
AT3G29180	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G26930	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G14230	0	0	0	1	1	1	1	1	0	0	0	1	1
AT2G41020	0	0	1	0	1	1	0	0	0	0	1	0	1
AT2G37920	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54290	0	1	0	1	0	0	1	1	1	1	1	1	1
AT2G33570	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G51880	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G11360	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G28470	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G22350	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09290	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G21130	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G29440	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G13680	0	0	0	1	0	0	0	0	1	0	0	0	0
AT2G36590	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G62670	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39720	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G17570	0	1	1	1	0	1	1	0	0	1	1	0	1
AT5G65080	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G35370	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G35880	0	1	1	1	1	0	0	0	1	1	1	0	0
AT2G40400	1	1	1	1	1	1	1	1	1	1	1	1	0
AT5G39260	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G29185	0	0	1	1	0	1	1	1	1	1	0	1	1
AT3G61960	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G38040	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G72950	1	1	0	0	0	1	1	0	0	0	0	0	0
AT5G05130	0	1	1	1	1	1	0	1	1	0	1	0	1
AT4G17830	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G31210	0	1	1	1	1	1	1	1	1	1	1	1	1
AT5G19370	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G24980	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G45190	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G20510	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80720	0	1	1	1	1	1	1	0	0	1	1	1	1
AT4G23760	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G20050	1	1	1	1	0	1	1	0	1	0	1	1	1
AT5G57310	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G27600	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G75080;AT1G19350	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G42200	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G34750	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G39725	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G02000	0	1	0	0	0	0	0	0	0	0	1	0	1
AT2G04580	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20310	1	1	1	1	1	1	1	1	1	1	1	1	1
ATCG00080	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G12860	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04000	0	0	0	0	0	0	1	1	0	0	0	1	0
AT5G08470	1	1	1	0	1	1	1	1	1	1	1	1	1
AT5G37420	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G16240	0	0	0	0	0	1	0	0	0	0	0	0	0
AT2G20515	0	1	1	1	1	1	1	0	1	1	1	1	1
AT4G29910	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G07250	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G01130	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G38900	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G36090	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G45540	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G41190	1	1	1	1	1	1	1	1	1	0	1	1	1
AT1G11990	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G08730	0	0	0	1	0	0	0	0	1	0	0	0	0
AT4G00420	1	1	1	1	1	1	1	0	1	1	1	1	1
AT2G19720	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G01960	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G14660	0	1	1	1	1	1	1	0	0	1	0	1	1
AT5G48210	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G18500	0	1	1	1	1	1	1	0	1	0	0	0	1
AT2G02930;AT4G02520	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G31305	1	1	1	1	1	1	0	0	1	1	1	1	1
AT2G25650	0	0	0	0	0	0	0	0	0	1	0	0	0
AT3G29030	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07340	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G18040	0	0	1	1	1	0	1	1	1	1	1	1	1
AT4G25850;AT4G25860	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G25190	0	1	1	0	0	0	0	0	0	0	0	0	0
AT1G51730	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G11210	0	0	1	1	1	0	1	1	1	1	1	1	1
AT5G54140	1	1	1	1	1	1	1	1	1	0	1	1	1
AT4G34555	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G33420	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39890	1	0	1	1	1	0	1	1	1	1	1	1	1
AT2G22200	0	0	0	0	0	0	0	0	0	0	0	1	0
AT4G32710	0	0	1	1	1	0	1	1	0	0	1	0	1
AT4G03760	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G40570	0	0	0	0	0	0	1	0	0	1	0	0	1
AT4G25450	0	1	1	1	1	1	1	1	1	1	1	1	1
AT2G47660	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09140	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G14750	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G36440	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G32090	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G20680	1	1	1	1	1	1	1	0	1	1	1	1	1
AT4G35730	0	0	0	1	0	1	1	1	1	1	0	1	1
AT5G17420	0	0	1	1	1	1	0	0	1	1	1	1	1
AT2G28990	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G13070	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G02310	1	0	1	0	0	1	0	0	0	0	1	0	0
AT1G62520	0	1	0	1	1	1	0	0	1	1	0	0	1
AT5G57480	1	0	1	1	1	0	1	1	0	0	1	1	1
AT3G29035	1	1	0	1	0	0	1	1	1	0	1	1	1
AT3G61810	1	0	0	0	0	0	0	0	0	0	0	0	0
AT2G42370	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G24060	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G20940	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76760	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G72800	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G50480;AT2G12280;AT2G12200	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G20480	1	1	0	0	0	0	1	1	1	1	1	1	1
AT3G04170	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G59570;AT3G46640	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G24320	0	0	0	1	0	0	0	0	1	0	1	0	1
AT5G45040	0	0	1	1	0	1	1	0	0	1	0	0	0
AT4G24830	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G02170	1	1	1	1	1	1	1	1	1	0	1	1	1
AT5G19220	1	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50910	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G37590	0	0	1	1	0	1	0	0	0	0	1	0	1
AT4G23610	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G18090;AT3G23780	0	1	1	1	1	1	1	1	1	1	1	1	1
AT2G31470	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38560	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G30760	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G61900	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G30250	1	1	1	1	0	1	1	1	0	0	1	1	1
AT2G34600	0	1	0	1	0	0	1	1	1	0	1	1	1
AT4G37850	0	1	1	0	1	1	1	1	0	0	1	0	1
AT2G19890	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G04430	1	1	0	0	0	0	0	1	0	0	0	1	1
AT2G27775	0	1	1	1	1	1	1	0	1	1	1	1	1
AT4G00590	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G04940	0	1	1	1	1	1	1	0	1	1	1	1	1
AT1G31730	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G26120	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G44490	1	1	1	1	1	1	1	1	1	0	1	1	1
AT1G71790	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G08320	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G48380	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G18670	0	1	0	0	0	1	1	1	0	0	1	0	0
AT5G40070	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G07100	0	0	0	0	0	1	0	1	0	0	0	0	0
AT2G23700	0	0	1	0	0	1	0	0	0	1	1	0	1
AT4G34400	1	1	0	0	0	0	1	1	1	0	0	1	0
AT1G74920	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G14250	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G41040	0	0	0	0	0	0	1	0	1	1	0	0	0
AT1G11840	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G47160	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G26950	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G11380	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G37940	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G33590	1	1	1	1	1	1	1	1	1	0	1	1	1
AT4G01810	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G14510	0	1	1	1	1	1	1	1	1	1	1	0	1
AT5G28490	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G22370	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G29460	1	1	1	1	1	1	1	1	0	0	1	1	1
AT2G25500	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G03350	1	1	0	0	0	0	0	0	0	0	0	0	0
AT4G28750	0	0	0	0	0	0	0	1	0	0	0	0	0
AT2G35390	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G45976	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G62690	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G40420	1	0	1	1	1	1	1	1	1	0	1	1	1
AT4G03610	0	1	1	0	1	1	1	0	0	0	1	1	1
AT2G02480	1	1	1	1	1	1	1	0	1	1	1	1	1
AT4G10760	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G19750;AT4G19760	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G65820	1	1	1	1	1	1	1	1	1	1	1	1	1
ATCG01110	0	1	1	0	0	1	0	0	1	0	1	0	1
AT3G61980	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G72970	0	1	1	1	1	1	1	0	0	0	1	0	1
AT5G05150	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G49050	1	1	1	1	1	1	1	1	1	1	0	1	0
AT2G28840	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G46180	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G31230	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G24490	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G80740	0	0	0	1	0	0	0	0	0	0	1	0	1
AT5G57330	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G54920	1	0	1	0	1	1	1	1	0	1	1	1	1
AT2G42220	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G20070	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G23780	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G34770	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G27160	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G16400	0	1	1	1	1	0	1	1	1	1	1	1	1
AT5G02020	1	1	1	1	0	1	1	1	1	0	1	1	1
AT2G26290	1	1	1	0	0	0	0	0	0	0	1	0	1
AT4G20330	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G60850	0	1	1	1	1	1	1	1	1	1	1	1	1
AT5G08490	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G01830;AT4G01820	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G06470;AT4G16910;AT5G29075;AT2G12930;AT3G29615;AT2G01026;AT3G30413;AT2G01024;AT5G30102;AT2G10780;AT2G01034;AT4G03840;AT3G42996;AT2G07660	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G07270	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G12880	1	1	1	1	0	1	1	1	1	0	1	1	1
AT3G04020	0	1	1	0	1	0	1	0	0	1	0	0	1
AT2G31320	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G54923	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G30610	1	1	1	1	0	1	0	0	0	0	1	1	1
AT4G38920	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G01150	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G18260	0	0	0	0	0	0	0	0	1	0	0	0	0
AT5G16260	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G05500	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G59130	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38410	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G30100	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G15390	1	1	0	0	0	0	0	0	0	0	0	0	1
AT4G00440	1	0	1	1	1	0	1	1	1	1	0	1	1
AT2G45560	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G19740	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G18060	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G07760;AT2G12390	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07360	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G48230	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G18520	0	1	1	1	0	1	1	0	0	1	0	0	1
AT2G03980	0	0	0	0	0	0	0	0	1	0	0	0	1
AT4G14680	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G25670	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G47010	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G26800	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G14100	0	0	1	0	1	0	0	0	0	0	0	0	0
AT2G33440	0	1	1	0	0	1	1	0	0	1	1	0	1
AT4G33950	0	0	1	1	1	1	1	1	1	1	1	1	1
AT4G11230	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54160	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G03780	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G32730	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G25470	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G03200	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G29310	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G15900	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G09160	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G21510	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G65990	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G47680	0	1	1	1	1	1	1	1	1	1	1	1	1
AT2G21000	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G53780;AT1G53750	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G28600	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G36460	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G13550	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G17900	0	1	1	0	1	1	1	1	1	1	1	1	1
AT3G24080	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G35750	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G13090	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G14105	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G62540	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G17440	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G61830	0	1	1	1	1	1	1	1	1	0	0	1	1
AT2G27790	0	1	1	1	1	0	0	1	0	0	1	0	1
AT4G10610	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G42390	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G39130	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G72820	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G05000	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G76780	0	0	0	0	0	0	0	0	1	0	0	0	0
AT1G20960	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G16570	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G79910	0	0	0	0	0	1	0	0	0	0	0	0	0
AT5G02190	0	1	1	0	1	1	0	0	0	0	0	0	1
AT5G20470;AT5G20490	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G24340	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G45060	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16270;AT1G79570	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G46030	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G23630	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G19240	1	1	1	1	1	1	1	1	1	0	1	1	1
AT3G50930	1	1	1	1	1	1	1	1	1	0	1	1	1
AT2G31490	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G08870;AT4G08900	0	1	1	1	1	1	1	1	0	1	1	1	1
AT2G34620	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38580	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G61920	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G30270	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G04960	1	1	1	1	1	1	1	1	0	1	1	1	1
AT2G04450	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31750	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G37870	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G26140	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G18690	1	1	1	1	0	1	1	1	0	0	1	1	1
AT4G12730	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G23880;AT1G32390	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G08340	0	0	0	1	1	0	1	1	1	1	1	1	0
AT5G40090	0	0	0	0	1	0	0	1	0	0	0	0	1
AT1G74940	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G16110	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G47180	1	1	1	1	1	1	1	1	1	0	1	1	1
AT2G41060	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G14270	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G24982;AT3G25020	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G11860	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G08600	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G26970	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G18110	0	1	1	1	1	1	1	1	1	1	1	1	1
AT4G00620;AT4G00600	0	1	1	1	1	1	1	1	1	1	1	1	1
AT2G15240	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G29480	1	1	1	0	1	1	1	1	1	0	1	1	1
AT2G03830	0	0	1	1	0	1	0	0	0	0	0	0	1
AT4G14530	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G22390	0	1	0	0	1	0	0	0	0	0	0	0	0
AT5G03370	0	1	1	1	1	1	0	1	1	1	1	1	1
AT2G25520	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G07210	0	1	1	1	1	1	0	0	0	1	1	0	1
AT2G21170	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G21680	0	1	1	1	1	0	1	1	0	0	1	0	1
AT5G54010	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59910	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G51600	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G25060	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G28770	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G27580;AT1G27540	1	1	0	0	0	0	1	1	1	1	1	1	1
AT4G33800	0	1	1	1	0	1	0	0	1	0	1	1	1
AT2G39760	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G40440	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G03630	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G14620	0	0	0	0	0	0	0	0	1	0	0	0	1
AT3G09010	1	1	1	1	1	0	1	1	1	0	1	0	1
AT5G38080	0	0	0	0	0	0	0	0	1	0	0	0	0
AT4G10780	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G65840	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G17100;AT5G17110	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G72990	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G36310	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G05170	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G49070	0	0	0	1	0	0	0	0	1	1	0	0	0
AT4G08990;AT4G14140	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G43110	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G17870	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G80760	0	0	0	0	0	0	0	1	1	0	0	1	0
AT4G35600	1	1	1	1	1	1	1	1	1	0	1	1	1
AT2G20550	0	0	0	0	1	0	1	1	1	0	0	1	1
AT4G31250	1	1	0	1	1	1	0	1	0	1	1	0	1
AT1G54940	1	0	0	0	0	0	0	0	0	0	0	0	0
AT5G57350	0	0	0	0	1	1	0	1	1	0	0	1	1
AT5G20090	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G42240	1	1	1	1	1	1	0	0	0	0	1	0	1
AT1G20810	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G76630	0	1	1	0	1	1	0	0	0	1	0	0	1
AT2G34790	0	0	0	0	0	0	0	0	1	1	0	0	0
AT5G23220	1	0	1	0	0	1	1	1	1	0	1	1	1
AT4G15710	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G20350	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G60870	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G24700	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02040	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G07290	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G31340	0	0	1	1	1	1	0	0	1	0	1	0	1
AT5G16280	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G23890	1	1	1	1	1	1	1	1	0	1	1	1	1
AT3G18280	0	0	1	1	1	0	1	1	1	1	1	1	1
AT2G30120	0	1	0	0	0	1	0	0	0	0	0	0	1
AT2G01170	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G29950	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G30630	1	0	0	1	1	0	1	1	1	1	1	1	1
AT2G05520	0	1	0	0	1	1	1	1	1	1	0	1	0
AT5G59150	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G38940	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G00460	1	0	0	0	0	0	0	0	1	0	0	0	1
AT2G45580	0	1	1	1	0	1	0	0	1	0	1	0	1
AT2G04300	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G08770	0	0	1	1	1	0	1	1	1	0	1	1	1
AT1G31600	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G19760	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G31908;AT3G32377;AT2G12050	0	0	1	0	1	1	0	0	1	0	0	0	1
AT2G12290;AT4G19700	1	1	1	0	1	1	0	0	0	0	1	0	1
AT2G44360	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G18540	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G10590;AT4G10570	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G48250	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G11710	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47030	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G29070	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G26820	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G25690	0	1	1	1	1	1	1	1	1	1	1	0	1
AT4G13920;AT4G13900	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G14120	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G37810	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G33460	1	0	1	1	1	1	0	0	0	0	0	0	1
AT4G33970	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54180	0	0	1	1	1	1	1	0	0	1	0	0	1
AT2G04305	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G22240	0	1	1	1	1	1	1	1	0	1	1	1	1
AT4G32750	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G29330	0	0	1	0	0	0	0	0	0	0	1	0	1
AT4G25490	0	1	0	0	0	0	1	1	1	1	0	1	1
AT3G09180	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G15920	1	1	1	1	0	1	1	1	0	1	1	1	1
AT2G36480	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G17920	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G13570	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G62560	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76030;AT1G20260	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G17460	0	0	0	0	0	0	1	1	0	0	0	1	0
AT2G02350	0	1	1	1	0	1	1	1	0	1	1	0	1
AT2G35260	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G35770	1	0	0	1	0	0	0	0	0	0	0	0	0
AT3G29075	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G61850	0	0	1	1	1	1	1	1	1	1	1	1	1
AT1G72840	1	1	0	0	0	0	1	1	1	1	1	1	1
AT4G17720	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G23390	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G20980	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G19260	0	0	1	1	1	0	0	1	1	0	1	1	1
AT2G28710	1	0	1	1	1	1	0	0	0	0	1	0	1
AT2G20400	0	0	1	1	0	0	0	0	0	0	0	0	1
AT2G24360	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G31100	0	0	0	0	1	0	1	1	1	1	1	1	0
AT5G45080	0	0	0	1	0	0	0	0	0	0	0	0	0
AT5G57200	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G23650	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G36485	1	1	1	1	1	1	1	1	1	1	0	1	1
