245521_at,ESD4,
245522_at,NA,
245523_at,ATDI21,
245523_at,DI21,
245524_at,AtSWEET17,
245524_at,SWEET17,
245525_at,NA,
245526_at,NA,
245527_at,NA,
245528_at,PPDK,
245528_at,PPDK,
245528_at,PPDK,
245528_at,PPDK,
245529_at,MAA3,
245530_at,NA,
245531_at,scpl30,
245532_at,CYP97B3,
245533_at,ATCCT2,
245533_at,CCT2,
245534_at,NA,
245535_at,NA,
245536_at,NA,
245537_at,AFH3,
245537_at,FH3,
245538_at,AFH3,
245538_at,FH3,
245539_at,ABCG30,
245539_at,ATPDR2,
245539_at,PDR2,
245540_at,ABCG30,
245540_at,ATPDR2,
245540_at,PDR2,
245541_at,NA,
245542_at,NA,
245543_at,NA,
245544_at,NA,
245545_at,UGT71B5,
245546_at,ATCSLB05,
245546_at,ATCSLB5,
245546_at,CSLB05,
245547_at,CYP702A2,
245548_at,CYP702A3,
245549_at,ATCSLB06,
245549_at,ATCSLB6,
245549_at,CSLB06,
245550_at,CYP705A1,
245551_at,CYP705A2,
245552_at,CYP705A3,
245553_at,BARS1,
245553_at,PEN2,
245554_at,CYP705A4,
245555_at,NA,
245556_at,NA,
245557_at,PUX5,
245558_at,NA,
245559_at,NA,
245560_at,UGT84A1,
245561_at,UGT84A4,
245562_at,NA,
245563_at,CIPK4,
245563_at,SnRK3.3,
245564_at,emb2739,
245565_at,NA,
245566_at,NA,
245567_at,GLP9,
245568_at,NA,
245569_at,NRPE7,
245570_at,CLPB2,
245571_at,NA,
245572_at,PPD2,
245572_at,TIFY4B,
245573_at,NA,
245574_at,IQD19,
245575_at,NA,
245576_at,ATTCX2,
245576_at,TCX2,
245577_at,NA,
245578_at,ATSUV3,
245578_at,EDA15,
245579_at,NA,
245580_at,NA,
245581_at,NA,
245582_at,LOI1,
245582_at,MEF11,
245583_at,NA,
245584_at,AO1,
245584_at,ATAO1,
245585_at,NA,
245586_at,NA,
245587_at,NA,
245588_at,NA,
245589_at,NA,
245590_at,NA,
245591_at,NA,
245592_at,NF-YB3,
245593_at,IAA14,
245593_at,SLR,
245594_at,AARE,
245594_at,AtAARE,
245595_at,NA,
245596_at,AtPRD1,
245596_at,PRD1,
245597_at,NA,
245598_at,NA,
245599_at,RHF1A,
245600_at,NA,
245601_at,NA,
245602_at,NA,
245603_at,NA,
245604_at,NA,
245605_at,NA,
245606_at,NA,
245607_at,NA,
245608_at,NA,
245609_at,NA,
245610_at,NA,
245611_at,NA,
245612_at,ATECI3,
245612_at,ECI3,
245612_at,HCD1,
245613_at,NA,
245614_at,NA,
245615_at,NA,
245616_at,NA,
245617_at,NA,
245618_at,ATCFM3B,
245618_at,CFM3B,
245619_at,NA,
245620_at,NA,
245621_at,AAE15,
245622_at,MEE48,
245623_s_at,NA,
245624_at,NA,
245625_at,NA,
245626_at,NA,
245627_at,AtGolS2,
245627_at,GolS2,
245628_at,ATMYB75,
245628_at,MYB75,
245628_at,PAP1,
245628_at,SIAA1,
245629_at,SVB,
245630_at,NA,
245631_at,OVA9,
245632_at,ATRBL10,
245632_at,RBL10,
245633_at,AtTLP10,
245633_at,TLP10,
245634_at,NA,
245635_at,AtIDD16,
245635_at,IDD16,
245636_at,NA,
245637_at,NA,
245638_s_at,NA,
245639_at,NA,
245640_at,CES,
245640_at,HAF,
245641_at,NA,
245642_at,NA,
245643_at,AtMYB116,
245643_at,MYB116,
245644_at,NA,
245645_at,ATMAP70-2,
245645_at,MAP70-2,
245646_x_at,NA,
245647_at,NA,
245648_at,NA,
245649_at,AtTHO2,
245649_at,EMB2793,
245649_at,THO2,
245650_at,NA,
245652_at,NA,
245653_at,FBD1,
245654_at,NA,
245655_at,NA,
245656_at,NA,
245657_at,NA,
245658_at,RALFL4,
245659_at,NA,
245660_at,NA,
245661_at,ATPUP3,
245661_at,PUP3,
245662_at,NA,
245663_at,SOT7,
245664_at,NA,
245665_at,NA,
245666_at,NA,
245667_at,FIP1,
